,B,G,R
188260.0,138.0,162.0,184.0
188264.0,172.0,209.0,231.0
188265.0,123.0,192.0,242.0
188279.0,140.0,185.0,223.0
188320.0,106.0,177.0,210.0
188333.0,128.0,187.0,232.0
188337.0,111.0,135.0,153.0
188393.0,130.0,197.0,230.0
188400.0,108.0,160.0,201.0
188404.0,108.0,144.0,174.0
188405.0,121.0,190.0,239.0
188431.0,126.0,181.0,224.0
188440.0,147.0,206.0,251.0
188448.0,134.0,188.0,219.0
188455.0,110.0,187.0,226.0
188497.0,125.0,159.0,175.0
188505.0,101.0,163.0,211.0
188515.0,121.0,169.0,211.0
188516.0,97.0,145.0,181.0
188533.0,131.0,185.0,215.0
188538.0,162.0,197.0,217.0
188547.0,109.0,125.0,137.0
188550.0,166.0,204.0,238.0
188558.0,123.0,173.0,225.0
188569.0,197.0,146.0,143.0
188595.0,144.0,194.0,230.0
188601.0,134.0,197.0,255.0
188602.0,149.0,213.0,248.0
188613.0,108.0,152.0,181.0
188628.0,147.0,111.0,103.0
188642.0,95.0,98.0,102.0
188653.0,107.0,130.0,152.0
188668.0,119.0,187.0,230.0
188672.0,132.0,195.0,246.0
188675.0,126.0,168.0,210.0
188678.0,123.0,190.0,229.0
188735.0,151.0,214.0,252.0
188736.0,110.0,152.0,189.0
188749.0,158.0,142.0,149.0
188753.0,127.0,187.0,239.0
188755.0,91.0,125.0,155.0
188796.0,85.0,110.0,130.0
188832.0,68.0,144.0,210.0
188836.0,149.0,210.0,242.0
188845.0,158.0,193.0,207.0
188846.0,156.0,212.0,253.0
188848.0,109.0,164.0,191.0
188856.0,149.0,163.0,181.0
188882.0,120.0,97.0,95.0
188886.0,141.0,182.0,231.0
188895.0,134.0,164.0,193.0
188902.0,134.0,200.0,229.0
188923.0,105.0,149.0,173.0
188936.0,169.0,218.0,255.0
188956.0,151.0,180.0,195.0
188958.0,116.0,133.0,152.0
188974.0,146.0,208.0,254.0
188995.0,139.0,183.0,224.0
189022.0,126.0,137.0,167.0
189024.0,162.0,181.0,216.0
189041.0,155.0,210.0,255.0
189047.0,114.0,184.0,224.0
189086.0,122.0,195.0,225.0
189090.0,128.0,151.0,177.0
189098.0,122.0,172.0,224.0
189101.0,97.0,138.0,161.0
189109.0,136.0,157.0,179.0
189113.0,152.0,202.0,232.0
189115.0,80.0,113.0,129.0
189121.0,147.0,205.0,227.0
189137.0,134.0,188.0,219.0
189155.0,114.0,169.0,214.0
189162.0,99.0,172.0,222.0
189178.0,102.0,177.0,216.0
189185.0,172.0,231.0,251.0
189209.0,113.0,166.0,209.0
189249.0,115.0,174.0,220.0
189252.0,119.0,141.0,152.0
189258.0,130.0,183.0,204.0
189261.0,99.0,156.0,208.0
189282.0,149.0,198.0,242.0
189291.0,98.0,141.0,190.0
189319.0,132.0,138.0,157.0
189320.0,117.0,182.0,213.0
189356.0,121.0,141.0,159.0
189363.0,98.0,137.0,159.0
189402.0,111.0,177.0,218.0
189417.0,149.0,149.0,165.0
189420.0,134.0,171.0,191.0
189432.0,101.0,148.0,186.0
189435.0,141.0,206.0,227.0
189442.0,116.0,129.0,145.0
189468.0,134.0,197.0,248.0
189498.0,107.0,171.0,226.0
189499.0,163.0,173.0,207.0
189544.0,132.0,186.0,227.0
189549.0,138.0,148.0,165.0
189578.0,126.0,188.0,218.0
189594.0,111.0,170.0,210.0
189604.0,96.0,181.0,227.0
189654.0,105.0,154.0,202.0
189657.0,136.0,184.0,226.0
189665.0,114.0,173.0,222.0
189678.0,206.0,224.0,217.0
189679.0,134.0,187.0,214.0
189691.0,132.0,118.0,122.0
189702.0,105.0,182.0,215.0
189726.0,97.0,181.0,223.0
189738.0,99.0,177.0,223.0
189748.0,109.0,170.0,210.0
189755.0,113.0,166.0,203.0
189761.0,123.0,187.0,228.0
189782.0,110.0,169.0,209.0
189797.0,115.0,186.0,223.0
189809.0,147.0,150.0,194.0
189832.0,132.0,189.0,221.0
189841.0,115.0,111.0,110.0
189844.0,170.0,167.0,183.0
189854.0,134.0,124.0,124.0
189858.0,128.0,187.0,219.0
189881.0,166.0,165.0,181.0
189895.0,139.0,141.0,199.0
189923.0,144.0,210.0,245.0
189925.0,133.0,198.0,226.0
189936.0,149.0,173.0,197.0
189943.0,141.0,209.0,238.0
189965.0,174.0,158.0,165.0
189972.0,122.0,183.0,227.0
189982.0,94.0,159.0,214.0
190058.0,136.0,214.0,250.0
190076.0,120.0,154.0,200.0
190081.0,137.0,192.0,229.0
190104.0,140.0,198.0,247.0
190143.0,103.0,191.0,231.0
190145.0,139.0,196.0,221.0
190158.0,161.0,198.0,226.0
190181.0,121.0,172.0,204.0
190212.0,113.0,178.0,217.0
190225.0,96.0,149.0,186.0
190236.0,123.0,193.0,233.0
190238.0,134.0,187.0,230.0
190256.0,136.0,169.0,188.0
190257.0,112.0,152.0,180.0
190262.0,124.0,187.0,221.0
190279.0,160.0,159.0,169.0
190319.0,119.0,132.0,146.0
190331.0,132.0,168.0,204.0
190335.0,171.0,199.0,233.0
190346.0,178.0,159.0,184.0
190362.0,145.0,197.0,227.0
190381.0,145.0,145.0,163.0
190384.0,87.0,131.0,172.0
190398.0,156.0,213.0,239.0
190418.0,161.0,214.0,247.0
190420.0,128.0,146.0,169.0
190421.0,90.0,127.0,161.0
190424.0,113.0,131.0,154.0
190428.0,119.0,185.0,244.0
190439.0,132.0,141.0,155.0
190465.0,108.0,165.0,220.0
190485.0,125.0,194.0,234.0
190526.0,100.0,155.0,192.0
190531.0,109.0,176.0,215.0
190561.0,154.0,211.0,233.0
190567.0,156.0,213.0,244.0
190610.0,133.0,175.0,210.0
190614.0,148.0,211.0,249.0
190639.0,102.0,178.0,220.0
190673.0,113.0,146.0,161.0
190685.0,122.0,172.0,200.0
190721.0,199.0,228.0,249.0
190724.0,161.0,218.0,255.0
190739.0,147.0,209.0,239.0
190745.0,126.0,173.0,195.0
190780.0,125.0,180.0,217.0
190851.0,79.0,158.0,199.0
190855.0,112.0,159.0,210.0
190867.0,120.0,135.0,151.0
190872.0,123.0,156.0,182.0
190879.0,151.0,200.0,244.0
190890.0,114.0,176.0,222.0
190892.0,158.0,200.0,219.0
190904.0,90.0,148.0,197.0
190905.0,146.0,196.0,224.0
190971.0,128.0,165.0,191.0
190997.0,120.0,173.0,230.0
191010.0,144.0,178.0,221.0
191029.0,129.0,161.0,196.0
191047.0,112.0,157.0,190.0
191061.0,102.0,119.0,128.0
191070.0,141.0,121.0,116.0
191076.0,120.0,129.0,142.0
191112.0,149.0,201.0,218.0
191115.0,131.0,185.0,220.0
191124.0,119.0,185.0,214.0
191127.0,152.0,141.0,144.0
191131.0,145.0,159.0,171.0
191160.0,144.0,200.0,219.0
191171.0,87.0,144.0,195.0
191176.0,124.0,129.0,144.0
191181.0,140.0,125.0,129.0
191189.0,102.0,178.0,207.0
191200.0,131.0,165.0,195.0
191219.0,175.0,192.0,218.0
191276.0,121.0,191.0,220.0
191282.0,132.0,188.0,235.0
191288.0,127.0,169.0,198.0
191331.0,133.0,138.0,147.0
191341.0,110.0,183.0,215.0
191378.0,124.0,182.0,218.0
191388.0,115.0,185.0,225.0
191393.0,167.0,217.0,245.0
191410.0,124.0,181.0,212.0
191438.0,141.0,210.0,243.0
191439.0,117.0,181.0,212.0
191447.0,102.0,134.0,153.0
191483.0,119.0,166.0,198.0
191484.0,99.0,149.0,201.0
191488.0,111.0,154.0,187.0
191520.0,127.0,192.0,237.0
191537.0,150.0,165.0,214.0
191538.0,120.0,174.0,199.0
191548.0,89.0,173.0,221.0
191556.0,122.0,183.0,223.0
191560.0,115.0,147.0,190.0
191574.0,134.0,194.0,218.0
191577.0,121.0,188.0,219.0
191585.0,116.0,166.0,196.0
191586.0,112.0,186.0,220.0
191614.0,143.0,187.0,216.0
191635.0,110.0,124.0,142.0
191669.0,88.0,165.0,211.0
191679.0,129.0,163.0,186.0
191686.0,137.0,201.0,236.0
191698.0,137.0,190.0,241.0
191704.0,127.0,195.0,248.0
191740.0,149.0,206.0,232.0
191760.0,151.0,166.0,175.0
191762.0,185.0,202.0,229.0
191764.0,128.0,166.0,198.0
191775.0,112.0,155.0,182.0
191786.0,127.0,195.0,242.0
191789.0,98.0,123.0,143.0
191796.0,122.0,105.0,102.0
191843.0,132.0,183.0,226.0
191850.0,153.0,210.0,255.0
191877.0,118.0,193.0,249.0
191885.0,121.0,173.0,214.0
191894.0,110.0,146.0,200.0
191895.0,124.0,177.0,214.0
191932.0,166.0,168.0,198.0
191936.0,121.0,142.0,163.0
191940.0,115.0,182.0,213.0
191944.0,121.0,190.0,230.0
191957.0,119.0,133.0,152.0
191987.0,112.0,115.0,119.0
191996.0,132.0,201.0,234.0
192016.0,161.0,205.0,242.0
192030.0,112.0,169.0,214.0
192058.0,112.0,149.0,171.0
192072.0,157.0,151.0,146.0
192082.0,255.0,196.0,206.0
192089.0,162.0,182.0,217.0
192111.0,134.0,207.0,235.0
192147.0,159.0,179.0,210.0
192155.0,151.0,211.0,247.0
192168.0,137.0,188.0,231.0
192170.0,98.0,175.0,214.0
192173.0,124.0,197.0,235.0
192190.0,111.0,171.0,207.0
192209.0,143.0,189.0,220.0
192267.0,142.0,187.0,230.0
192278.0,153.0,197.0,226.0
192281.0,127.0,167.0,220.0
192296.0,109.0,178.0,218.0
192306.0,106.0,148.0,191.0
192313.0,116.0,170.0,201.0
192333.0,140.0,171.0,196.0
192342.0,136.0,191.0,222.0
192345.0,107.0,177.0,206.0
192354.0,110.0,193.0,231.0
192365.0,101.0,170.0,220.0
192408.0,147.0,203.0,244.0
192409.0,146.0,203.0,242.0
192411.0,126.0,197.0,234.0
192424.0,131.0,184.0,235.0
192462.0,95.0,179.0,215.0
192472.0,142.0,134.0,135.0
192491.0,108.0,187.0,228.0
192497.0,150.0,143.0,140.0
192522.0,106.0,176.0,216.0
192523.0,147.0,163.0,180.0
192527.0,107.0,152.0,186.0
192542.0,155.0,156.0,177.0
192553.0,143.0,199.0,234.0
192570.0,135.0,195.0,237.0
192588.0,107.0,174.0,223.0
192593.0,80.0,140.0,192.0
192614.0,121.0,209.0,246.0
192628.0,96.0,166.0,213.0
192652.0,158.0,147.0,149.0
192664.0,106.0,167.0,199.0
192676.0,97.0,132.0,158.0
192698.0,136.0,157.0,225.0
192724.0,171.0,126.0,112.0
192740.0,85.0,161.0,214.0
192757.0,153.0,203.0,249.0
192758.0,107.0,169.0,210.0
192765.0,116.0,178.0,214.0
192789.0,118.0,190.0,224.0
192791.0,223.0,162.0,176.0
192799.0,98.0,172.0,220.0
192806.0,135.0,179.0,220.0
192824.0,107.0,158.0,190.0
192828.0,136.0,204.0,241.0
192835.0,119.0,170.0,232.0
192838.0,153.0,155.0,163.0
192849.0,124.0,180.0,209.0
192852.0,84.0,166.0,207.0
192867.0,121.0,201.0,255.0
192877.0,131.0,193.0,231.0
192879.0,94.0,88.0,93.0
192911.0,133.0,143.0,160.0
192935.0,129.0,160.0,183.0
192967.0,100.0,165.0,220.0
192969.0,115.0,186.0,220.0
192992.0,81.0,132.0,175.0
193054.0,139.0,194.0,231.0
193056.0,100.0,142.0,165.0
193070.0,155.0,202.0,234.0
193077.0,111.0,135.0,159.0
193101.0,121.0,175.0,210.0
193111.0,132.0,211.0,255.0
193174.0,110.0,184.0,218.0
193186.0,142.0,200.0,235.0
193204.0,148.0,190.0,213.0
193205.0,118.0,190.0,238.0
193221.0,121.0,183.0,224.0
193224.0,127.0,181.0,204.0
193227.0,128.0,139.0,137.0
193234.0,139.0,180.0,249.0
193247.0,138.0,192.0,225.0
193249.0,129.0,187.0,223.0
193260.0,113.0,165.0,201.0
193264.0,126.0,140.0,162.0
193282.0,95.0,103.0,110.0
193297.0,139.0,153.0,165.0
193309.0,113.0,142.0,169.0
193343.0,118.0,185.0,230.0
193351.0,108.0,117.0,127.0
193365.0,121.0,128.0,143.0
193397.0,106.0,155.0,201.0
193405.0,133.0,176.0,225.0
193420.0,104.0,124.0,149.0
193478.0,125.0,189.0,253.0
193480.0,95.0,135.0,184.0
193484.0,148.0,192.0,216.0
193493.0,177.0,198.0,230.0
193501.0,114.0,185.0,222.0
193509.0,142.0,133.0,136.0
193512.0,90.0,167.0,229.0
193523.0,113.0,143.0,160.0
193524.0,111.0,174.0,232.0
193529.0,118.0,148.0,183.0
193556.0,148.0,204.0,245.0
193558.0,124.0,184.0,230.0
193585.0,89.0,167.0,238.0
193590.0,134.0,213.0,234.0
193604.0,114.0,179.0,207.0
193632.0,192.0,227.0,253.0
193710.0,117.0,172.0,203.0
193739.0,100.0,180.0,211.0
193741.0,103.0,136.0,152.0
193757.0,160.0,143.0,154.0
193764.0,148.0,210.0,250.0
193777.0,154.0,194.0,236.0
193779.0,155.0,204.0,250.0
193793.0,201.0,192.0,212.0
193845.0,112.0,153.0,208.0
193854.0,84.0,170.0,222.0
193862.0,115.0,154.0,186.0
193873.0,96.0,126.0,153.0
193877.0,82.0,156.0,198.0
193886.0,140.0,174.0,210.0
193896.0,168.0,208.0,233.0
193907.0,129.0,151.0,176.0
193931.0,133.0,149.0,178.0
193935.0,169.0,174.0,189.0
193938.0,115.0,149.0,172.0
193952.0,102.0,171.0,234.0
193991.0,125.0,193.0,228.0
193994.0,162.0,225.0,246.0
194026.0,111.0,142.0,173.0
194028.0,144.0,212.0,249.0
194037.0,111.0,185.0,241.0
194040.0,127.0,195.0,238.0
194057.0,122.0,182.0,224.0
194074.0,142.0,179.0,193.0
194080.0,134.0,192.0,228.0
194106.0,112.0,181.0,221.0
194113.0,130.0,187.0,238.0
194128.0,117.0,165.0,199.0
194132.0,247.0,196.0,203.0
194205.0,109.0,133.0,153.0
194208.0,162.0,207.0,250.0
194220.0,105.0,184.0,225.0
194228.0,155.0,159.0,170.0
194246.0,88.0,148.0,202.0
194262.0,127.0,197.0,226.0
194277.0,133.0,189.0,244.0
194289.0,148.0,203.0,246.0
194295.0,123.0,101.0,96.0
194309.0,159.0,171.0,207.0
194316.0,103.0,144.0,177.0
194329.0,140.0,175.0,201.0
194355.0,113.0,132.0,167.0
194375.0,87.0,148.0,182.0
194382.0,61.0,123.0,177.0
194389.0,169.0,220.0,246.0
194397.0,142.0,166.0,194.0
194407.0,118.0,191.0,221.0
194408.0,151.0,198.0,212.0
194410.0,106.0,174.0,203.0
194421.0,170.0,178.0,201.0
194422.0,128.0,135.0,152.0
194440.0,99.0,134.0,167.0
194458.0,94.0,103.0,116.0
194459.0,116.0,155.0,207.0
194464.0,113.0,171.0,237.0
194472.0,104.0,133.0,164.0
194496.0,154.0,220.0,249.0
194499.0,134.0,191.0,213.0
194510.0,111.0,182.0,226.0
194519.0,131.0,173.0,232.0
194530.0,120.0,180.0,226.0
194533.0,89.0,175.0,227.0
194552.0,137.0,171.0,200.0
194593.0,123.0,144.0,171.0
194596.0,103.0,176.0,208.0
194608.0,95.0,179.0,227.0
194611.0,129.0,197.0,232.0
194623.0,152.0,202.0,244.0
194648.0,147.0,197.0,243.0
194692.0,153.0,123.0,128.0
194706.0,205.0,181.0,235.0
194716.0,161.0,205.0,229.0
194722.0,121.0,115.0,120.0
194723.0,158.0,202.0,231.0
194759.0,155.0,154.0,170.0
194789.0,148.0,203.0,234.0
194790.0,168.0,161.0,174.0
194835.0,90.0,119.0,156.0
194849.0,137.0,169.0,188.0
194878.0,123.0,198.0,242.0
194886.0,151.0,159.0,176.0
194906.0,156.0,155.0,165.0
194957.0,107.0,145.0,177.0
194974.0,161.0,172.0,192.0
194979.0,153.0,145.0,138.0
194987.0,139.0,188.0,232.0
195013.0,112.0,130.0,147.0
195022.0,109.0,183.0,237.0
195029.0,120.0,181.0,225.0
195042.0,115.0,177.0,215.0
195058.0,128.0,165.0,203.0
195071.0,245.0,237.0,247.0
195087.0,161.0,151.0,168.0
195096.0,93.0,156.0,194.0
195100.0,104.0,166.0,214.0
195109.0,122.0,180.0,232.0
195110.0,145.0,201.0,226.0
195113.0,122.0,182.0,234.0
195160.0,107.0,186.0,227.0
195165.0,94.0,144.0,196.0
195190.0,117.0,139.0,150.0
195196.0,105.0,191.0,233.0
195212.0,134.0,180.0,211.0
195213.0,177.0,214.0,240.0
195244.0,137.0,199.0,253.0
195249.0,128.0,197.0,236.0
195255.0,143.0,199.0,228.0
195273.0,111.0,166.0,205.0
195275.0,84.0,122.0,164.0
195304.0,117.0,173.0,190.0
195336.0,74.0,151.0,213.0
195340.0,132.0,192.0,228.0
195341.0,131.0,188.0,233.0
195352.0,132.0,196.0,237.0
195373.0,120.0,144.0,174.0
195386.0,122.0,142.0,167.0
195392.0,191.0,153.0,149.0
195403.0,113.0,148.0,188.0
195428.0,120.0,174.0,204.0
195452.0,113.0,128.0,137.0
195473.0,122.0,150.0,184.0
195481.0,137.0,191.0,221.0
195483.0,82.0,147.0,198.0
195495.0,129.0,143.0,161.0
195496.0,147.0,185.0,227.0
195504.0,145.0,205.0,227.0
195507.0,105.0,175.0,222.0
195510.0,118.0,150.0,179.0
195516.0,131.0,198.0,231.0
195528.0,134.0,184.0,255.0
195554.0,152.0,109.0,94.0
195556.0,190.0,200.0,207.0
195557.0,175.0,170.0,185.0
195558.0,181.0,138.0,123.0
195565.0,150.0,186.0,216.0
195592.0,137.0,153.0,170.0
195598.0,141.0,172.0,187.0
195607.0,159.0,188.0,203.0
195617.0,109.0,161.0,184.0
195626.0,116.0,145.0,182.0
195644.0,155.0,228.0,255.0
195679.0,111.0,192.0,237.0
195708.0,153.0,161.0,231.0
195711.0,110.0,130.0,148.0
195712.0,115.0,183.0,220.0
195779.0,140.0,169.0,206.0
195819.0,141.0,145.0,164.0
195852.0,107.0,168.0,224.0
195871.0,115.0,190.0,236.0
195903.0,92.0,188.0,241.0
195927.0,110.0,157.0,208.0
195938.0,102.0,142.0,177.0
195943.0,175.0,168.0,173.0
195963.0,128.0,179.0,212.0
195977.0,100.0,160.0,214.0
196001.0,136.0,145.0,155.0
196019.0,80.0,108.0,132.0
196067.0,132.0,175.0,224.0
196070.0,74.0,122.0,146.0
196096.0,102.0,172.0,232.0
196133.0,121.0,194.0,216.0
196142.0,120.0,182.0,242.0
196174.0,126.0,181.0,212.0
196177.0,102.0,151.0,195.0
196191.0,96.0,128.0,177.0
196192.0,144.0,187.0,214.0
196228.0,128.0,139.0,169.0
196246.0,173.0,199.0,215.0
196255.0,111.0,134.0,142.0
196267.0,122.0,209.0,235.0
196280.0,138.0,200.0,238.0
196282.0,128.0,195.0,234.0
196285.0,118.0,183.0,222.0
196315.0,102.0,177.0,223.0
196347.0,114.0,141.0,155.0
196358.0,117.0,179.0,225.0
196366.0,123.0,149.0,179.0
196375.0,154.0,209.0,248.0
196414.0,123.0,192.0,232.0
196418.0,112.0,174.0,245.0
196431.0,83.0,163.0,224.0
196440.0,106.0,175.0,225.0
196474.0,123.0,161.0,196.0
196487.0,112.0,177.0,222.0
196501.0,131.0,170.0,215.0
196512.0,132.0,150.0,173.0
196518.0,87.0,166.0,209.0
196538.0,129.0,137.0,154.0
196557.0,73.0,114.0,159.0
196572.0,162.0,208.0,249.0
196592.0,108.0,154.0,188.0
196614.0,142.0,135.0,148.0
196617.0,111.0,168.0,200.0
196637.0,124.0,196.0,244.0
196638.0,94.0,141.0,179.0
196641.0,119.0,175.0,246.0
196656.0,120.0,166.0,207.0
196661.0,107.0,156.0,206.0
196662.0,177.0,200.0,232.0
196753.0,144.0,202.0,244.0
196756.0,155.0,207.0,247.0
196760.0,114.0,186.0,220.0
196777.0,83.0,168.0,218.0
196781.0,112.0,144.0,167.0
196792.0,125.0,171.0,195.0
196794.0,144.0,206.0,246.0
196804.0,148.0,156.0,179.0
196815.0,131.0,199.0,246.0
196816.0,111.0,184.0,244.0
196823.0,82.0,169.0,201.0
196837.0,145.0,200.0,245.0
196842.0,71.0,169.0,233.0
196854.0,124.0,134.0,158.0
196865.0,145.0,145.0,151.0
196866.0,119.0,170.0,213.0
196918.0,129.0,159.0,188.0
196919.0,209.0,184.0,198.0
196928.0,112.0,127.0,153.0
196934.0,93.0,161.0,196.0
196975.0,170.0,213.0,234.0
196985.0,124.0,131.0,181.0
196992.0,95.0,116.0,137.0
197001.0,85.0,129.0,153.0
197008.0,151.0,178.0,205.0
197019.0,109.0,137.0,171.0
197022.0,154.0,210.0,245.0
197044.0,156.0,165.0,185.0
197047.0,118.0,173.0,216.0
197064.0,88.0,166.0,203.0
197072.0,144.0,204.0,246.0
197077.0,138.0,141.0,149.0
197091.0,95.0,152.0,203.0
197100.0,129.0,172.0,223.0
197114.0,136.0,143.0,152.0
197136.0,134.0,183.0,221.0
197140.0,136.0,186.0,232.0
197142.0,151.0,196.0,229.0
197161.0,145.0,143.0,162.0
197164.0,137.0,138.0,142.0
197173.0,103.0,144.0,176.0
197234.0,125.0,170.0,204.0
197236.0,133.0,129.0,128.0
197266.0,137.0,123.0,129.0
197269.0,128.0,202.0,236.0
197296.0,113.0,161.0,197.0
197306.0,128.0,156.0,186.0
197314.0,154.0,204.0,222.0
197317.0,113.0,186.0,216.0
197324.0,129.0,199.0,229.0
197349.0,124.0,143.0,156.0
197372.0,136.0,181.0,215.0
197385.0,130.0,152.0,164.0
197417.0,167.0,215.0,255.0
197421.0,149.0,137.0,137.0
197431.0,125.0,185.0,227.0
197433.0,141.0,200.0,240.0
197474.0,166.0,215.0,255.0
197476.0,109.0,175.0,200.0
197520.0,129.0,193.0,255.0
197573.0,130.0,190.0,226.0
197580.0,110.0,175.0,213.0
197611.0,158.0,137.0,145.0
197621.0,110.0,179.0,222.0
197636.0,159.0,160.0,170.0
197650.0,130.0,188.0,223.0
197669.0,135.0,199.0,233.0
197728.0,122.0,169.0,220.0
197749.0,111.0,130.0,143.0
197750.0,125.0,153.0,183.0
197762.0,136.0,170.0,186.0
197772.0,121.0,151.0,176.0
197778.0,190.0,160.0,143.0
197788.0,102.0,181.0,220.0
197797.0,123.0,163.0,191.0
197813.0,124.0,163.0,195.0
197818.0,135.0,195.0,225.0
197825.0,157.0,205.0,241.0
197828.0,111.0,168.0,223.0
197840.0,124.0,150.0,162.0
197852.0,101.0,145.0,169.0
197856.0,103.0,171.0,214.0
197860.0,104.0,181.0,220.0
197862.0,112.0,161.0,211.0
197865.0,91.0,187.0,240.0
197899.0,130.0,154.0,182.0
197903.0,126.0,182.0,207.0
197958.0,164.0,214.0,237.0
197986.0,157.0,167.0,191.0
197992.0,138.0,128.0,140.0
197998.0,115.0,156.0,181.0
198001.0,114.0,165.0,191.0
198048.0,151.0,173.0,198.0
198056.0,114.0,180.0,245.0
198061.0,154.0,162.0,179.0
198063.0,133.0,156.0,178.0
198076.0,146.0,160.0,182.0
198091.0,142.0,168.0,198.0
198103.0,141.0,141.0,157.0
198114.0,102.0,176.0,232.0
198129.0,137.0,202.0,253.0
198141.0,136.0,193.0,232.0
198143.0,123.0,153.0,188.0
198164.0,92.0,156.0,190.0
198169.0,77.0,156.0,195.0
198191.0,124.0,187.0,238.0
198199.0,108.0,119.0,133.0
198234.0,112.0,174.0,210.0
198247.0,71.0,144.0,182.0
198249.0,156.0,155.0,151.0
198254.0,131.0,191.0,237.0
198306.0,153.0,207.0,224.0
198309.0,160.0,174.0,197.0
198344.0,136.0,174.0,206.0
198347.0,105.0,132.0,152.0
198355.0,172.0,197.0,223.0
198366.0,92.0,156.0,221.0
198368.0,136.0,193.0,224.0
198375.0,111.0,158.0,189.0
198385.0,185.0,165.0,210.0
198432.0,82.0,142.0,212.0
198450.0,152.0,163.0,191.0
198454.0,131.0,183.0,206.0
198462.0,157.0,201.0,225.0
198490.0,159.0,213.0,246.0
198500.0,108.0,161.0,204.0
198510.0,144.0,193.0,231.0
198512.0,106.0,181.0,225.0
198514.0,125.0,189.0,214.0
198534.0,115.0,175.0,221.0
198536.0,136.0,198.0,239.0
198577.0,156.0,165.0,198.0
198595.0,129.0,183.0,224.0
198619.0,160.0,213.0,246.0
198628.0,145.0,219.0,253.0
198634.0,117.0,194.0,243.0
198638.0,127.0,172.0,199.0
198659.0,97.0,168.0,225.0
198664.0,96.0,153.0,198.0
198670.0,179.0,232.0,252.0
198683.0,119.0,176.0,215.0
198706.0,84.0,174.0,228.0
198721.0,122.0,154.0,203.0
198727.0,67.0,129.0,165.0
198733.0,91.0,155.0,189.0
198740.0,139.0,191.0,227.0
198777.0,109.0,183.0,211.0
198786.0,156.0,208.0,244.0
198808.0,159.0,172.0,194.0
198809.0,103.0,150.0,178.0
198818.0,146.0,209.0,247.0
198822.0,92.0,125.0,144.0
198830.0,107.0,143.0,173.0
198840.0,133.0,197.0,215.0
198854.0,109.0,155.0,189.0
198873.0,102.0,142.0,161.0
198877.0,63.0,146.0,197.0
198897.0,128.0,182.0,215.0
198921.0,113.0,143.0,172.0
198931.0,169.0,218.0,250.0
198937.0,100.0,178.0,221.0
198968.0,146.0,217.0,251.0
198970.0,114.0,194.0,219.0
198975.0,119.0,189.0,229.0
199033.0,223.0,189.0,183.0
199080.0,156.0,213.0,245.0
199089.0,165.0,212.0,244.0
199096.0,158.0,182.0,218.0
199101.0,150.0,197.0,224.0
199124.0,88.0,154.0,219.0
199131.0,87.0,124.0,152.0
199135.0,140.0,158.0,175.0
199136.0,123.0,170.0,202.0
199145.0,131.0,179.0,207.0
199147.0,122.0,158.0,182.0
199160.0,132.0,118.0,119.0
199163.0,137.0,187.0,229.0
199191.0,151.0,197.0,228.0
199199.0,164.0,219.0,255.0
199226.0,117.0,185.0,232.0
199234.0,146.0,182.0,222.0
199258.0,109.0,183.0,225.0
199261.0,153.0,198.0,241.0
199270.0,91.0,134.0,167.0
199281.0,165.0,163.0,193.0
199372.0,139.0,208.0,251.0
199411.0,143.0,164.0,202.0
199422.0,84.0,165.0,203.0
199427.0,121.0,181.0,217.0
199454.0,111.0,153.0,176.0
199467.0,119.0,136.0,145.0
199474.0,111.0,185.0,221.0
199476.0,130.0,174.0,198.0
199490.0,131.0,149.0,156.0
199502.0,144.0,214.0,238.0
199506.0,120.0,165.0,202.0
199516.0,207.0,191.0,198.0
199568.0,103.0,144.0,177.0
199574.0,125.0,187.0,223.0
199588.0,93.0,181.0,217.0
199631.0,112.0,168.0,217.0
199674.0,124.0,185.0,247.0
199689.0,150.0,211.0,255.0
199693.0,110.0,119.0,132.0
199701.0,113.0,184.0,228.0
199728.0,152.0,209.0,254.0
199745.0,96.0,136.0,171.0
199755.0,98.0,194.0,230.0
199793.0,105.0,181.0,223.0
199794.0,122.0,116.0,109.0
199815.0,107.0,179.0,213.0
199828.0,91.0,164.0,202.0
199845.0,111.0,125.0,147.0
199859.0,147.0,204.0,225.0
199869.0,120.0,158.0,192.0
199873.0,106.0,181.0,227.0
199890.0,123.0,185.0,245.0
199895.0,142.0,164.0,200.0
199904.0,143.0,210.0,241.0
